name,company,year,Price,kms_driven,fuel_type
Renault Kiger Top,Renault,2025,"1,088,594","9,833 kms",Diesel
MG Comet EV LXi,MG,2019,"888,200","142,041 kms",Petrol
Toyota Glanza LXi,Toyota,2024,"1,016,526","13,271 kms",Petrol
Renault Kwid S,Renault,2023,"469,685","11,328 kms",Petrol
MG Comet EV ZXi,MG,2026,"708,410","3,182 kms",Diesel
Honda City SX(O),Honda,2025,"1,312,472","4,898 kms",Electric
MG Hector VXi,MG,2024,"1,151,315","11,326 kms",Electric
Hyundai Aura EX,Hyundai,2021,"768,175","32,443 kms",Petrol
Hyundai Aura S,Hyundai,2026,"1,156,638",533 kms,Diesel
Nissan Kicks S,Nissan,2026,"1,492,795","3,494 kms",Petrol
Maruti Baleno Top,Maruti,2020,"795,288","50,178 kms",Diesel
Mahindra XUV300 S,Mahindra,2024,"1,483,895","12,502 kms",Petrol
Renault Triber Top,Renault,2024,"1,180,770","11,537 kms",Petrol
Toyota Fortuner SX,Toyota,2020,"4,286,184","6,978 kms",Diesel
Honda City Top,Honda,2024,"2,577,084","3,996 kms",Petrol
Volkswagen Taigun ZX Plus,Volkswagen,2023,"1,587,884","8,686 kms",Diesel
Volkswagen Virtus EX,Volkswagen,2025,"1,668,808","15,351 kms",Diesel
Hyundai Creta LXi,Hyundai,2024,"3,046,403","12,451 kms",Petrol
Tata Punch SX(O),Tata,2022,"1,228,322","32,971 kms",Petrol
Nissan Kicks S,Nissan,2025,"1,105,898","9,279 kms",Petrol
MG Hector ZX Plus,MG,2022,"920,182","43,066 kms",Petrol
Volkswagen Tiguan EX,Volkswagen,2022,"1,037,993","23,074 kms",Petrol
Tata Curvv Top,Tata,2020,"827,378","78,265 kms",Electric
Skoda Kodiaq SX(O),Skoda,2023,"799,692","32,461 kms",Diesel
Hyundai Creta ZX Plus,Hyundai,2020,"2,151,769","101,902 kms",Diesel
Nissan Magnite EX,Nissan,2020,"722,656","14,192 kms",Diesel
Honda CR-V EX,Honda,2023,"1,289,571","70,776 kms",Diesel
Toyota Fortuner Top,Toyota,2025,"4,766,585","2,068 kms",CNG
Mahindra Thar ZX Plus,Mahindra,2024,"875,603","4,407 kms",Diesel
Toyota Glanza VXi,Toyota,2025,"744,571",923 kms,Petrol
Toyota Innova Crysta SX(O),Toyota,2020,"1,203,082","83,920 kms",Petrol
Tata Harrier SX,Tata,2026,"3,278,677","4,903 kms",Electric
Nissan Magnite Top,Nissan,2025,"1,018,304","19,209 kms",Diesel
Maruti Ertiga LXi,Maruti,2026,"769,884","2,459 kms",Diesel
Renault Kwid LXi,Renault,2020,"746,088","73,040 kms",Petrol
Honda City EX,Honda,2020,"1,669,941","11,573 kms",Petrol
Kia Seltos SX(O),Kia,2026,"3,072,378","4,383 kms",Electric
Kia Carnival SX(O),Kia,2026,"1,387,867","4,138 kms",Electric
Kia Carens ZX Plus,Kia,2025,"1,081,414","1,943 kms",Diesel
Nissan Kicks SX(O),Nissan,2026,"1,451,419","2,307 kms",Petrol
Toyota Innova Crysta EX,Toyota,2025,"1,070,933","12,791 kms",Petrol
Kia Seltos Top,Kia,2024,"2,039,851","38,138 kms",Diesel
Nissan Kicks EX,Nissan,2019,"839,669","20,842 kms",Diesel
Mahindra Bolero Top,Mahindra,2021,"883,715","5,936 kms",Petrol
Honda City SX,Honda,2024,"1,512,465","7,642 kms",Petrol
Nissan Magnite Top,Nissan,2021,"610,864","9,072 kms",Petrol
Kia Sonet ZXi,Kia,2023,"1,645,122","49,898 kms",Petrol
MG Comet EV ZXi,MG,2024,"1,017,156","22,504 kms",Petrol
Mahindra Bolero ZXi,Mahindra,2023,"766,209","10,294 kms",Diesel
MG Comet EV VXi,MG,2024,"1,334,266","1,646 kms",Diesel
Maruti Baleno SX,Maruti,2021,"932,725","58,977 kms",Diesel
Tata Punch S,Tata,2020,"566,762","68,170 kms",Petrol
Volkswagen Taigun EX,Volkswagen,2021,"1,265,026","38,357 kms",Petrol
Nissan Magnite SX,Nissan,2020,"1,011,336","98,490 kms",Diesel
Hyundai i20 SX(O),Hyundai,2022,"1,511,710","49,976 kms",Petrol
Tata Altroz ZXi,Tata,2026,"1,100,322","4,162 kms",CNG
MG Hector SX(O),MG,2024,"1,544,159","34,956 kms",Diesel
MG Astor ZXi,MG,2026,"722,895","3,989 kms",Petrol
Kia EV6 Top,Kia,2020,"985,074","9,121 kms",Petrol
Toyota Urban Cruiser ZXi,Toyota,2023,"964,943","2,487 kms",Diesel
Hyundai Creta SX,Hyundai,2022,"2,164,869","32,356 kms",Petrol
Toyota Fortuner S,Toyota,2020,"4,024,693","18,553 kms",Diesel
Nissan Magnite EX,Nissan,2024,"940,730","11,112 kms",Diesel
Skoda Superb EX,Skoda,2026,"1,689,956","1,538 kms",Electric
Nissan Magnite SX(O),Nissan,2020,"1,004,054","46,920 kms",Petrol
Nissan Kicks ZXi,Nissan,2020,"1,185,150","73,815 kms",Diesel
Nissan Magnite SX,Nissan,2022,"1,339,382","14,766 kms",Diesel
Toyota Glanza ZXi,Toyota,2026,"1,398,386",764 kms,Petrol
Mahindra XUV400 ZX Plus,Mahindra,2024,"1,346,873","32,475 kms",Petrol
Nissan Kicks ZX Plus,Nissan,2025,"1,265,393","19,755 kms",Diesel
Mahindra XUV300 S,Mahindra,2026,"1,572,243","3,048 kms",Diesel
Honda CR-V SX(O),Honda,2021,"761,327","62,052 kms",Diesel
Mahindra XUV400 VXi,Mahindra,2024,"1,055,045","6,235 kms",CNG
Nissan Magnite S,Nissan,2026,"1,389,959","3,135 kms",Electric
Nissan Kicks ZX Plus,Nissan,2019,"1,014,678","142,399 kms",Diesel
Hyundai Creta SX,Hyundai,2024,"1,759,096","17,306 kms",Electric
Mahindra XUV700 VXi,Mahindra,2026,"3,435,542","1,391 kms",Petrol
Volkswagen Taigun EX,Volkswagen,2026,"1,465,656","3,162 kms",Diesel
Honda CR-V ZXi,Honda,2021,"1,187,697","96,800 kms",Diesel
Kia Sonet SX,Kia,2024,"2,632,278","28,757 kms",Diesel
Mahindra XUV400 ZX Plus,Mahindra,2020,"745,494","38,973 kms",Petrol
Hyundai Creta VXi,Hyundai,2020,"1,670,375","36,179 kms",Petrol
Hyundai Verna ZXi,Hyundai,2019,"1,584,262","70,124 kms",Diesel
Hyundai Verna EX,Hyundai,2021,"2,095,840","16,898 kms",Petrol
Renault Triber VXi,Renault,2024,"803,074","36,004 kms",Diesel
Skoda Kushaq Top,Skoda,2024,"712,079","48,880 kms",CNG
MG Hector S,MG,2019,"1,008,356","114,966 kms",Petrol
Toyota Hyryder S,Toyota,2019,"717,715","67,048 kms",CNG
Hyundai Aura LXi,Hyundai,2020,"1,022,753","8,101 kms",Petrol
MG Hector Top,MG,2024,"1,164,855","22,829 kms",Petrol
MG ZS EV S,MG,2022,"976,421","64,935 kms",Petrol
Tata Tigor EX,Tata,2022,"1,393,835","20,201 kms",Petrol
Renault Kwid S,Renault,2026,"692,501","3,342 kms",Diesel
Nissan Kicks S,Nissan,2020,"876,608","39,399 kms",Petrol
Nissan Magnite LXi,Nissan,2026,"1,454,607","1,400 kms",Diesel
Toyota Urban Cruiser EX,Toyota,2022,"1,170,348","39,366 kms",Petrol
Honda Amaze ZX Plus,Honda,2025,"1,349,192","5,656 kms",Petrol
Mahindra XUV700 EX,Mahindra,2019,"2,516,255","59,214 kms",Diesel
Hyundai i20 SX,Hyundai,2024,"1,194,794","26,004 kms",Petrol
Mahindra Thar VXi,Mahindra,2020,"1,103,448","63,083 kms",Diesel
Renault Triber ZXi,Renault,2021,"972,264","41,401 kms",CNG
Tata Tigor SX,Tata,2023,"949,564",722 kms,Petrol
Renault Kwid VXi,Renault,2026,"409,904","2,368 kms",Petrol
Volkswagen Virtus Top,Volkswagen,2019,"1,815,699","63,273 kms",Petrol
Kia Sonet Top,Kia,2023,"1,986,874","22,943 kms",Petrol
Honda Amaze SX,Honda,2024,"1,339,171","24,283 kms",Petrol
Mahindra XUV300 S,Mahindra,2023,"918,306","27,328 kms",Diesel
Kia EV6 SX(O),Kia,2024,"1,305,514","10,349 kms",Electric
Tata Tiago ZX Plus,Tata,2026,"668,361","2,039 kms",Petrol
Toyota Fortuner ZXi,Toyota,2026,"4,011,501","1,339 kms",Diesel
Maruti Fronx LXi,Maruti,2020,"986,218","95,902 kms",Electric
Toyota Glanza ZXi,Toyota,2024,"912,787","9,910 kms",Diesel
Hyundai Creta SX(O),Hyundai,2021,"1,439,917","39,384 kms",Petrol
Nissan Kicks ZXi,Nissan,2020,"1,178,178","105,295 kms",Diesel
Toyota Glanza Top,Toyota,2026,"1,096,640",61 kms,Petrol
Honda CR-V VXi,Honda,2025,"1,195,164","19,541 kms",Electric
Kia EV6 ZXi,Kia,2020,"619,655","82,800 kms",Diesel
Mahindra Scorpio Classic SX(O),Mahindra,2019,"1,176,351","162,499 kms",Diesel
Skoda Kodiaq Top,Skoda,2019,"866,831","84,938 kms",Diesel
Skoda Superb ZX Plus,Skoda,2023,"1,003,808","1,497 kms",Petrol
Toyota Urban Cruiser VXi,Toyota,2021,"1,013,611","65,869 kms",Petrol
Hyundai Venue Top,Hyundai,2023,"2,244,630","15,174 kms",Diesel
Volkswagen Tiguan LXi,Volkswagen,2019,"917,433","43,456 kms",Petrol
Toyota Hyryder LXi,Toyota,2025,"772,847","8,156 kms",Electric
Hyundai Grand i10 Nios LXi,Hyundai,2025,"1,006,177","5,129 kms",Diesel
Hyundai Creta Top,Hyundai,2019,"1,490,069","99,564 kms",Petrol
Renault Kwid EX,Renault,2019,"585,863","124,057 kms",Diesel
Volkswagen Tiguan ZXi,Volkswagen,2026,"1,191,183","4,452 kms",Petrol
Maruti Grand Vitara EX,Maruti,2024,"1,593,621","24,704 kms",Diesel
Maruti Alto VXi,Maruti,2021,"550,297","73,125 kms",Diesel
Mahindra Bolero EX,Mahindra,2024,"1,057,296","15,485 kms",Diesel
Mahindra XUV300 EX,Mahindra,2023,"1,123,035","8,541 kms",Petrol
Skoda Slavia S,Skoda,2019,"1,755,515","76,523 kms",Petrol
Nissan Kicks EX,Nissan,2020,"767,781","68,896 kms",Petrol
Hyundai Grand i10 Nios ZX Plus,Hyundai,2023,"1,236,104","6,415 kms",Diesel
Nissan Kicks LXi,Nissan,2020,"1,153,415","40,160 kms",Petrol
Volkswagen Taigun ZX Plus,Volkswagen,2025,"672,248","5,486 kms",Petrol
Kia Carens S,Kia,2025,"866,688",764 kms,Petrol
Nissan Kicks SX,Nissan,2026,"1,670,205","2,115 kms",Diesel
Tata Altroz ZXi,Tata,2020,"950,305","17,530 kms",Petrol
Tata Nexon ZXi,Tata,2026,"2,614,716","4,568 kms",Petrol
Tata Tigor ZX Plus,Tata,2026,"1,785,717",356 kms,Electric
Renault Triber SX(O),Renault,2026,"1,475,902","1,957 kms",Petrol
MG ZS EV S,MG,2022,"1,300,188","4,138 kms",Petrol
MG ZS EV Top,MG,2026,"1,396,001","2,958 kms",Petrol
Tata Tiago SX(O),Tata,2021,"430,836","41,367 kms",Petrol
Maruti Celerio ZX Plus,Maruti,2020,"1,351,728","110,784 kms",Petrol
MG ZS EV Top,MG,2024,"1,248,944","15,044 kms",Petrol
Toyota Hyryder ZXi,Toyota,2022,"1,131,184","38,754 kms",Petrol
Honda City EX,Honda,2026,"1,976,812","3,295 kms",Petrol
Tata Safari VXi,Tata,2024,"2,903,098","1,497 kms",Electric
Mahindra XUV700 S,Mahindra,2025,"6,247,833","11,663 kms",Petrol
MG Hector VXi,MG,2021,"1,262,250","14,996 kms",Petrol
Volkswagen Virtus SX,Volkswagen,2019,"1,635,516","9,867 kms",Diesel
Kia Carnival S,Kia,2021,"802,985","26,097 kms",Petrol
Honda Amaze ZXi,Honda,2022,"1,358,375","28,050 kms",Petrol
Skoda Kushaq S,Skoda,2024,"1,055,430","34,820 kms",CNG
Skoda Superb ZX Plus,Skoda,2022,"808,590","28,817 kms",Petrol
Mahindra XUV300 ZXi,Mahindra,2025,"879,717","14,328 kms",Petrol
Kia Carens ZXi,Kia,2025,"1,351,110","15,187 kms",CNG
Honda City S,Honda,2026,"1,498,325","4,475 kms",CNG
Renault Triber Top,Renault,2023,"1,336,829","19,892 kms",Petrol
Skoda Kodiaq VXi,Skoda,2025,"1,254,267","15,744 kms",Electric
Tata Harrier ZX Plus,Tata,2019,"4,749,015","48,370 kms",Petrol
Volkswagen Taigun SX,Volkswagen,2023,"1,617,760","51,328 kms",Diesel
Hyundai Grand i10 Nios VXi,Hyundai,2020,"620,798","72,936 kms",Petrol
Hyundai Exter SX,Hyundai,2023,"395,084",417 kms,Petrol
Kia Carnival SX,Kia,2019,"620,233","34,169 kms",CNG
Volkswagen Virtus ZX Plus,Volkswagen,2026,"2,013,341","2,620 kms",Electric
Maruti Grand Vitara Top,Maruti,2024,"913,925","21,096 kms",Electric
Skoda Superb ZXi,Skoda,2023,"900,181","9,898 kms",Petrol
Maruti Swift SX(O),Maruti,2023,"997,204","60,539 kms",Petrol
MG ZS EV EX,MG,2026,"807,495","2,362 kms",CNG
Kia Carnival SX(O),Kia,2022,"756,625","22,875 kms",CNG
Tata Tigor EX,Tata,2023,"1,030,350","34,388 kms",CNG
Skoda Slavia SX(O),Skoda,2023,"1,615,407","50,932 kms",Petrol
Honda CR-V EX,Honda,2024,"1,339,823","29,055 kms",Petrol
MG Astor VXi,MG,2026,"1,030,907","4,321 kms",Petrol
Honda Elevate VXi,Honda,2021,"833,450","26,107 kms",Petrol
Honda Amaze EX,Honda,2019,"1,000,937","54,494 kms",Diesel
Skoda Kushaq EX,Skoda,2025,"1,081,049","6,843 kms",Petrol
Renault Kiger LXi,Renault,2020,"680,942","128,618 kms",Petrol
Maruti Dzire ZX Plus,Maruti,2023,"1,030,743","11,341 kms",Petrol
Nissan Magnite Top,Nissan,2021,"988,399","67,997 kms",Diesel
Skoda Kushaq SX,Skoda,2025,"1,140,675","13,991 kms",Petrol
Toyota Fortuner SX,Toyota,2019,"4,290,107","16,335 kms",Electric
Volkswagen Taigun SX(O),Volkswagen,2026,"1,386,858",928 kms,Electric
Hyundai Exter ZXi,Hyundai,2020,"726,289","56,029 kms",Petrol
Kia EV6 ZXi,Kia,2023,"833,600","42,409 kms",Petrol
Tata Harrier VXi,Tata,2021,"5,266,085","29,500 kms",Diesel
Nissan Kicks VXi,Nissan,2025,"778,766","10,582 kms",Electric
Hyundai Aura EX,Hyundai,2026,"1,310,606","2,456 kms",Electric
Volkswagen Taigun S,Volkswagen,2021,"722,233","44,282 kms",Diesel
Skoda Kodiaq SX(O),Skoda,2024,"1,262,058","2,867 kms",Petrol
Volkswagen Tiguan S,Volkswagen,2025,"832,257","20,022 kms",Petrol
MG ZS EV Top,MG,2021,"1,418,299","41,652 kms",Petrol
Hyundai i20 ZXi,Hyundai,2020,"930,672","35,126 kms",CNG
Renault Kwid ZX Plus,Renault,2019,"551,517","68,164 kms",Petrol
MG ZS EV Top,MG,2025,"1,290,207",745 kms,Petrol
Tata Altroz S,Tata,2023,"1,177,373","46,762 kms",Petrol
Tata Nexon S,Tata,2021,"2,044,435","32,427 kms",Petrol
Maruti Swift EX,Maruti,2026,"951,133","4,360 kms",Diesel
Kia Carens SX(O),Kia,2026,"984,997","4,949 kms",Diesel
Honda Amaze Top,Honda,2024,"1,235,761","3,864 kms",Diesel
Skoda Kushaq LXi,Skoda,2024,"887,759","7,731 kms",Petrol
Nissan Magnite VXi,Nissan,2026,"1,010,481","3,818 kms",Diesel
MG Hector ZXi,MG,2024,"1,033,675","8,538 kms",Electric
Mahindra Scorpio N SX,Mahindra,2019,"892,980","127,327 kms",Diesel
Renault Kwid ZXi,Renault,2021,"524,257","33,783 kms",Diesel
Mahindra XUV700 EX,Mahindra,2026,"5,246,239","2,788 kms",Electric
Toyota Urban Cruiser EX,Toyota,2025,"945,932","2,804 kms",Diesel
Renault Kiger VXi,Renault,2022,"814,222","15,624 kms",Diesel
MG Astor S,MG,2021,"692,454","32,537 kms",CNG
Skoda Kushaq LXi,Skoda,2026,"1,072,428",415 kms,Electric
Maruti Dzire ZXi,Maruti,2025,"1,141,011","9,690 kms",CNG
Mahindra Thar SX,Mahindra,2020,"1,039,456","13,278 kms",Petrol
Kia Carens Top,Kia,2022,"1,163,911","54,299 kms",Diesel
Honda Elevate SX,Honda,2022,"669,109","46,389 kms",Petrol
Nissan Kicks S,Nissan,2020,"1,135,088","73,615 kms",Diesel
Nissan Magnite SX(O),Nissan,2022,"982,484","77,124 kms",Petrol
Renault Kiger SX,Renault,2022,"1,049,396","25,047 kms",Petrol
Maruti Jimny LXi,Maruti,2019,"711,417","74,508 kms",Diesel
Toyota Glanza S,Toyota,2021,"1,133,473","112,917 kms",Petrol
MG Comet EV SX(O),MG,2025,"1,567,729","2,225 kms",Diesel
Volkswagen Tiguan VXi,Volkswagen,2021,"777,998","39,105 kms",Diesel
Toyota Glanza SX,Toyota,2021,"908,653","13,736 kms",Petrol
Tata Nexon ZXi,Tata,2023,"3,119,222","27,250 kms",Petrol
Volkswagen Tiguan ZXi,Volkswagen,2026,"1,160,828",478 kms,CNG
Nissan Magnite SX(O),Nissan,2026,"1,502,616",733 kms,Electric
MG Hector LXi,MG,2025,"1,454,637","15,833 kms",Petrol
MG ZS EV VXi,MG,2019,"1,260,214","2,734 kms",Petrol
Skoda Superb VXi,Skoda,2021,"1,061,245","10,924 kms",Diesel
Honda Elevate VXi,Honda,2026,"1,489,881","2,042 kms",Diesel
Volkswagen Taigun VXi,Volkswagen,2022,"1,001,682","33,036 kms",Petrol
Kia Carens VXi,Kia,2020,"944,380","90,059 kms",Petrol
Toyota Urban Cruiser EX,Toyota,2019,"899,157","84,438 kms",Diesel
Hyundai Tucson SX,Hyundai,2026,"1,194,414","2,299 kms",Diesel
Volkswagen Taigun ZXi,Volkswagen,2026,"1,076,619","3,852 kms",Petrol
Renault Kiger ZX Plus,Renault,2024,"1,106,138","5,304 kms",Petrol
Hyundai Grand i10 Nios ZX Plus,Hyundai,2022,"863,595","33,476 kms",Petrol
Hyundai Venue ZX Plus,Hyundai,2024,"1,948,914","13,076 kms",Diesel
Tata Curvv SX,Tata,2021,"1,194,704","20,115 kms",Petrol
Kia Sonet ZX Plus,Kia,2025,"3,230,458","10,662 kms",Electric
Mahindra Scorpio N ZXi,Mahindra,2024,"1,197,842","18,891 kms",Electric
Renault Kiger ZXi,Renault,2022,"1,004,542","78,813 kms",Petrol
MG Astor ZXi,MG,2024,"832,315","24,452 kms",Diesel
Hyundai Venue Top,Hyundai,2020,"1,836,266","34,832 kms",Petrol
Volkswagen Virtus S,Volkswagen,2026,"2,477,983","1,371 kms",Diesel
Skoda Slavia SX,Skoda,2023,"1,730,770","40,572 kms",Petrol
Honda CR-V SX,Honda,2025,"1,151,462","20,551 kms",Diesel
Renault Kwid S,Renault,2020,"759,818","37,529 kms",CNG
Tata Altroz S,Tata,2023,"1,517,776","55,859 kms",Petrol
Renault Triber ZXi,Renault,2026,"1,150,182","1,595 kms",Electric
Toyota Glanza ZX Plus,Toyota,2021,"1,100,909","74,367 kms",Petrol
Honda Amaze LXi,Honda,2026,"1,052,955","1,257 kms",Petrol
Toyota Innova Crysta SX,Toyota,2023,"874,563","33,963 kms",Diesel
Mahindra Bolero ZX Plus,Mahindra,2026,"1,452,892","2,903 kms",Electric
Toyota Urban Cruiser LXi,Toyota,2024,"1,195,354","38,400 kms",CNG
Toyota Glanza ZX Plus,Toyota,2023,"894,712","15,647 kms",Petrol
Mahindra Thar VXi,Mahindra,2022,"971,683","50,075 kms",CNG
Nissan Magnite LXi,Nissan,2024,"704,547","10,898 kms",Electric
Hyundai Aura EX,Hyundai,2023,"1,180,419","4,908 kms",Petrol
MG ZS EV S,MG,2021,"833,364","13,410 kms",Diesel
Kia Seltos S,Kia,2020,"1,401,254","42,604 kms",Diesel
Renault Kwid VXi,Renault,2020,"520,647","118,299 kms",Diesel
Skoda Superb VXi,Skoda,2026,"921,740","1,176 kms",Electric
Tata Altroz LXi,Tata,2019,"918,315","96,001 kms",CNG
MG ZS EV EX,MG,2024,"1,059,257","39,602 kms",Electric
Mahindra Thar SX(O),Mahindra,2019,"906,594","64,446 kms",Diesel
Skoda Kushaq LXi,Skoda,2023,"860,456","34,705 kms",Petrol
MG Astor ZX Plus,MG,2020,"684,608","91,070 kms",Petrol
Honda City Top,Honda,2020,"1,725,560","105,568 kms",Diesel
Tata Punch S,Tata,2022,"1,146,911","23,024 kms",Diesel
Nissan Kicks ZXi,Nissan,2022,"1,335,846","15,760 kms",Diesel
Maruti Fronx VXi,Maruti,2022,"946,894","32,128 kms",Petrol
Honda CR-V SX,Honda,2020,"685,533","70,359 kms",Diesel
Volkswagen Tiguan ZXi,Volkswagen,2026,"1,108,057","3,025 kms",Petrol
Skoda Kodiaq ZXi,Skoda,2026,"1,101,445","1,787 kms",Petrol
Kia Carnival S,Kia,2019,"927,520","38,330 kms",Diesel
Volkswagen Virtus SX,Volkswagen,2019,"994,412","62,469 kms",Diesel
Tata Harrier LXi,Tata,2026,"4,221,384",569 kms,Diesel
MG Astor EX,MG,2025,"1,300,597","4,583 kms",Diesel
Renault Kiger VXi,Renault,2021,"1,035,143","30,604 kms",Petrol
Maruti Dzire S,Maruti,2021,"971,832","34,480 kms",Petrol
MG Astor EX,MG,2020,"780,818","55,528 kms",CNG
Mahindra XUV700 Top,Mahindra,2023,"3,278,667","7,516 kms",Petrol
Mahindra Scorpio N SX,Mahindra,2023,"1,052,433","19,960 kms",Diesel
Kia Seltos EX,Kia,2022,"1,228,685","7,885 kms",Diesel
MG Hector ZX Plus,MG,2025,"1,334,607","1,288 kms",Electric
Kia EV6 Top,Kia,2022,"1,174,196","10,305 kms",Diesel
Maruti Jimny VXi,Maruti,2024,"1,345,005","14,259 kms",Electric
Maruti WagonR SX(O),Maruti,2022,"616,289","57,828 kms",Petrol
Kia Carnival SX(O),Kia,2026,"1,157,171","4,553 kms",Diesel
Tata Tiago ZX Plus,Tata,2024,"708,470","17,545 kms",Diesel
Volkswagen Tiguan LXi,Volkswagen,2023,"1,169,024","52,742 kms",Petrol
Renault Kwid SX,Renault,2020,"449,345","59,036 kms",Diesel
Toyota Urban Cruiser S,Toyota,2023,"1,227,005","10,986 kms",Petrol
MG Hector S,MG,2020,"717,084","54,055 kms",Diesel
Tata Nexon VXi,Tata,2021,"1,505,984","55,862 kms",Petrol
Skoda Slavia EX,Skoda,2025,"2,183,580","15,529 kms",Electric
Tata Punch SX(O),Tata,2026,"1,752,689","3,292 kms",Diesel
Maruti Brezza ZXi,Maruti,2021,"817,130","20,524 kms",Petrol
Toyota Hyryder SX,Toyota,2023,"1,094,912","12,954 kms",Petrol
Tata Altroz ZXi,Tata,2024,"1,149,592","27,844 kms",Diesel
Honda Elevate S,Honda,2020,"1,027,808","21,788 kms",Petrol
Toyota Glanza ZXi,Toyota,2021,"1,308,583","27,337 kms",Diesel
Toyota Urban Cruiser VXi,Toyota,2024,"1,443,777","8,596 kms",Diesel
Nissan Kicks EX,Nissan,2020,"940,405","48,008 kms",Petrol
Renault Kwid S,Renault,2024,"676,913","15,215 kms",Petrol
Skoda Kodiaq EX,Skoda,2019,"874,829","13,664 kms",Petrol
Mahindra Scorpio Classic LXi,Mahindra,2024,"1,070,729","4,286 kms",Electric
Mahindra Bolero S,Mahindra,2026,"1,077,237",709 kms,Electric
Renault Triber EX,Renault,2025,"1,214,081","12,176 kms",Petrol
Skoda Kushaq VXi,Skoda,2024,"846,082","23,854 kms",Electric
Honda Elevate SX,Honda,2019,"915,404","70,297 kms",Diesel
Kia Carens LXi,Kia,2019,"695,119","153,115 kms",Petrol
Maruti Fronx S,Maruti,2021,"1,505,913","18,722 kms",Petrol
Honda CR-V S,Honda,2020,"1,030,915","29,952 kms",Diesel
Nissan Kicks SX,Nissan,2023,"1,043,593","5,283 kms",Diesel
Volkswagen Virtus Top,Volkswagen,2023,"2,108,458","15,249 kms",Petrol
Mahindra XUV700 Top,Mahindra,2022,"2,826,601","35,698 kms",Electric
Renault Kwid Top,Renault,2022,"353,803","17,350 kms",Diesel
Renault Kwid S,Renault,2020,"412,196","60,245 kms",Petrol
Nissan Kicks S,Nissan,2021,"1,190,648","24,682 kms",Petrol
Skoda Slavia ZX Plus,Skoda,2023,"1,750,078","3,552 kms",Petrol
Nissan Kicks SX(O),Nissan,2022,"1,157,780","19,172 kms",Diesel
Honda Elevate ZX Plus,Honda,2020,"1,060,023","8,834 kms",Petrol
Mahindra Bolero LXi,Mahindra,2026,"1,312,560",292 kms,Petrol
MG Astor ZX Plus,MG,2025,"1,064,488","14,238 kms",Diesel
Skoda Superb ZX Plus,Skoda,2023,"978,645","3,678 kms",Diesel
Kia EV6 ZX Plus,Kia,2025,"1,349,515","16,025 kms",Electric
Toyota Fortuner LXi,Toyota,2024,"5,779,615","13,143 kms",Electric
Toyota Urban Cruiser VXi,Toyota,2025,"953,449","1,783 kms",Diesel
MG Astor SX,MG,2026,"802,876","4,403 kms",Petrol
Tata Safari ZX Plus,Tata,2019,"5,034,653","32,357 kms",Diesel
Maruti WagonR VXi,Maruti,2022,"1,042,449","50,614 kms",Diesel
Mahindra Scorpio N SX(O),Mahindra,2020,"950,100","16,229 kms",Diesel
Nissan Kicks LXi,Nissan,2026,"1,470,331","3,580 kms",Petrol
Maruti S-Cross SX,Maruti,2021,"1,175,962","28,568 kms",Diesel
Tata Tiago ZXi,Tata,2023,"560,432","32,257 kms",Petrol
Honda Amaze VXi,Honda,2019,"747,263","21,608 kms",Petrol
Tata Altroz VXi,Tata,2020,"975,708","35,897 kms",Petrol
Honda Elevate SX(O),Honda,2020,"1,072,139","89,460 kms",Petrol
MG Comet EV S,MG,2026,"1,191,763","3,511 kms",Electric
Volkswagen Virtus Top,Volkswagen,2026,"1,537,493","3,086 kms",Petrol
Renault Kwid SX(O),Renault,2026,"675,758","3,900 kms",Electric
Tata Punch ZXi,Tata,2024,"1,270,719","21,938 kms",Petrol
MG Comet EV ZX Plus,MG,2023,"1,354,915","30,596 kms",Petrol
Honda City ZX Plus,Honda,2026,"1,795,975",335 kms,Electric
Volkswagen Virtus ZXi,Volkswagen,2025,"1,803,967","2,769 kms",Petrol
Volkswagen Virtus LXi,Volkswagen,2024,"1,915,117",502 kms,CNG
Renault Kiger EX,Renault,2020,"1,116,629","33,086 kms",Petrol
Mahindra Thar ZXi,Mahindra,2020,"1,017,571","65,479 kms",Petrol
Kia Carens LXi,Kia,2026,"1,483,081","2,543 kms",CNG
Mahindra Bolero S,Mahindra,2025,"1,101,253","16,586 kms",Petrol
Maruti Brezza SX(O),Maruti,2020,"717,080","57,422 kms",Petrol
Volkswagen Taigun EX,Volkswagen,2022,"761,587","98,115 kms",CNG
MG Hector SX(O),MG,2026,"1,363,816","3,266 kms",Petrol
Honda Elevate ZX Plus,Honda,2023,"1,057,946","24,115 kms",Diesel
Mahindra XUV700 VXi,Mahindra,2022,"2,811,304","29,976 kms",Petrol
MG ZS EV S,MG,2023,"1,495,270","56,611 kms",Diesel
Honda City S,Honda,2025,"1,875,247",397 kms,Petrol
Nissan Magnite S,Nissan,2022,"1,118,845","6,058 kms",Petrol
Renault Kwid VXi,Renault,2024,"405,976","7,870 kms",Diesel
Nissan Kicks SX,Nissan,2025,"779,829",278 kms,CNG
Honda City SX,Honda,2021,"1,047,874","68,992 kms",Petrol
MG ZS EV S,MG,2023,"1,164,942","3,112 kms",Petrol
Tata Nexon Top,Tata,2020,"2,240,004","4,620 kms",Diesel
Maruti Swift S,Maruti,2021,"873,044","70,748 kms",Petrol
Nissan Magnite ZX Plus,Nissan,2019,"745,260","64,052 kms",Diesel
Renault Triber VXi,Renault,2026,"1,151,518","3,004 kms",Petrol
