,name,company,year,Price,kms_driven,fuel_type
1268,Hyundai Grand i10,Hyundai,2023,1342466,50492,Petrol
1269,MG Hector SX,MG,2024,1239643,27113,Petrol
1270,Kia Sonet LXi,Kia,2025,1933072,17834,Diesel
1271,Tata Tiago SX,Tata,2019,669229,94075,CNG
1272,MG Comet EV,MG,2024,822191,11378,Diesel
1273,Honda Elevate SX,Honda,2023,1439409,5635,CNG
1274,Mahindra XUV400 ZX,Mahindra,2022,743727,10936,Petrol
1275,Nissan Magnite SX,Nissan,2020,773079,10524,Diesel
1276,Hyundai Alcazar SX,Hyundai,2022,676860,24785,Petrol
1277,Toyota Innova Crysta,Toyota,2024,1069273,19798,CNG
1278,Renault Kwid VXi,Renault,2022,602998,64557,Diesel
1279,Mahindra Bolero SX,Mahindra,2019,752638,6279,Petrol
1280,Mahindra XUV700 VXi,Mahindra,2026,5830420,1786,Diesel
1281,Toyota Urban Cruiser,Toyota,2026,1200017,4448,Electric
1282,Mahindra Thar SX,Mahindra,2021,1460057,45263,Diesel
1283,Maruti Jimny EX,Maruti,2026,1087071,1914,Diesel
1284,Maruti Alto SX,Maruti,2023,658864,16458,Diesel
1285,Volkswagen Tiguan VXi,Volkswagen,2026,1401781,1446,Petrol
1286,Skoda Kushaq ZXi,Skoda,2021,921348,16471,Diesel
1287,Nissan Magnite SX(O),Nissan,2022,874099,13219,Petrol
1288,Toyota Urban Cruiser,Toyota,2020,979979,37135,Diesel
1289,Nissan Kicks SX(O),Nissan,2022,1047271,16882,Petrol
1290,MG Comet EV,MG,2020,1098214,105017,Petrol
1291,Honda CR-V VXi,Honda,2021,660606,22501,Petrol
1292,Mahindra Bolero SX(O),Mahindra,2021,747606,49589,CNG
1293,Kia Seltos S,Kia,2020,1971631,2522,Diesel
1294,Mahindra XUV400 Top,Mahindra,2022,712105,16185,Diesel
1295,Toyota Glanza ZX,Toyota,2019,1088537,52304,Diesel
1296,MG ZS EV,MG,2020,1118135,34587,Petrol
1297,Renault Triber EX,Renault,2023,1059700,20218,Petrol
1298,Maruti Alto SX(O),Maruti,2024,692278,330,Diesel
1299,MG ZS EV,MG,2026,1395631,2597,Electric
1300,Renault Kiger SX,Renault,2024,1037688,9853,Petrol
1301,Kia Sonet EX,Kia,2026,2474545,1788,Petrol
1302,Skoda Slavia LXi,Skoda,2025,1663982,1588,Diesel
1303,Skoda Kushaq SX(O),Skoda,2019,1052441,52159,Petrol
1304,Toyota Fortuner EX,Toyota,2023,4541605,35075,Petrol
1305,Toyota Glanza SX(O),Toyota,2026,1220369,4081,Petrol
1306,MG ZS EV,MG,2024,1487016,32535,CNG
1307,Honda Amaze SX,Honda,2025,1463618,8622,Petrol
1308,Tata Tigor S,Tata,2020,778578,100104,Diesel
1309,Nissan Magnite SX(O),Nissan,2026,1485915,1880,Electric
1310,Volkswagen Tiguan S,Volkswagen,2019,981285,85291,Diesel
1311,Mahindra Scorpio N,Mahindra,2024,1420514,851,Diesel
1312,Tata Nexon LXi,Tata,2026,3207373,3190,Diesel
1313,Kia Seltos Top,Kia,2022,1993343,28421,Diesel
1314,Tata Punch SX(O),Tata,2025,1589956,7824,Petrol
1315,Toyota Hyryder ZX,Toyota,2023,1235219,47291,Diesel
1316,Toyota Urban Cruiser,Toyota,2024,1017572,17556,Petrol
1317,Renault Triber EX,Renault,2026,1206076,4496,Electric
1318,MG Astor ZX,MG,2020,966171,116537,Petrol
1319,Honda City S,Honda,2020,1706159,95264,Diesel
1320,Honda Elevate SX(O),Honda,2023,787364,2424,Diesel
1321,Tata Tiago LXi,Tata,2021,349856,68849,Diesel
1322,Toyota Urban Cruiser,Toyota,2022,824781,2587,Petrol
1323,Maruti Brezza S,Maruti,2024,885913,19425,Petrol
1324,Toyota Fortuner VXi,Toyota,2023,2934819,2127,Petrol
1325,Toyota Fortuner Top,Toyota,2025,4296615,4435,Diesel
1326,Maruti Baleno ZXi,Maruti,2019,888959,7059,Diesel
1327,Mahindra XUV400 ZXi,Mahindra,2025,1461364,148,Petrol
1328,Nissan Magnite VXi,Nissan,2026,1507471,3380,Petrol
1329,MG Hector S,MG,2020,783233,45756,Diesel
1330,Skoda Slavia EX,Skoda,2020,1594055,73398,Petrol
1331,Tata Nexon SX(O),Tata,2025,2295992,8477,Electric
1332,Nissan Magnite VXi,Nissan,2025,1231947,5753,Diesel
1333,Nissan Magnite SX,Nissan,2023,1175526,33304,CNG
1334,Renault Kiger VXi,Renault,2023,1031941,7998,Diesel
1335,Toyota Glanza SX(O),Toyota,2024,1124571,10260,Diesel
1336,MG Hector LXi,MG,2024,1163608,9142,Diesel
1337,Kia Seltos Top,Kia,2021,2053186,40800,Diesel
1338,MG Comet EV,MG,2019,615020,113233,Petrol
1339,Skoda Superb EX,Skoda,2019,567402,28678,Petrol
1340,Skoda Kodiaq VXi,Skoda,2022,900715,8961,Petrol
1341,Maruti WagonR SX(O),Maruti,2019,877395,4140,Diesel
1342,Nissan Kicks S,Nissan,2021,1114382,26917,Petrol
1343,Kia Carnival S,Kia,2021,840521,26805,Diesel
1344,Skoda Kushaq ZXi,Skoda,2019,974543,68089,Diesel
1345,MG Hector VXi,MG,2024,979800,35467,Diesel
1346,Nissan Kicks VXi,Nissan,2021,1311842,64961,Petrol
1347,MG Astor Top,MG,2020,1077179,68339,Diesel
1348,Nissan Magnite SX(O),Nissan,2023,991825,44558,Petrol
1349,Hyundai Exter Top,Hyundai,2019,603245,46069,Petrol
1350,MG Hector LXi,MG,2023,1196520,5982,Diesel
1351,Mahindra XUV400 ZXi,Mahindra,2026,1147276,3048,CNG
1352,Hyundai i20 VXi,Hyundai,2023,664806,10761,Petrol
1353,Honda Elevate S,Honda,2021,874096,57340,Diesel
1354,Hyundai Creta VXi,Hyundai,2022,2342764,39050,CNG
1355,Mahindra Scorpio Classic,Mahindra,2019,728476,26367,Diesel
1356,Renault Triber EX,Renault,2020,1198132,39174,Petrol
1357,Honda CR-V SX,Honda,2026,1262433,3040,Electric
1358,Skoda Slavia Top,Skoda,2020,1338116,106907,CNG
1359,Mahindra Scorpio N,Mahindra,2024,1078611,43154,Electric
1360,Hyundai Creta SX,Hyundai,2025,2477799,5083,Electric
1361,Volkswagen Taigun EX,Volkswagen,2022,740067,33811,Diesel
1362,Nissan Magnite S,Nissan,2020,895222,5445,Petrol
1363,Toyota Urban Cruiser,Toyota,2025,923112,7506,Petrol
1364,Honda City VXi,Honda,2024,1649011,18653,Petrol
1365,Kia Carens LXi,Kia,2026,1045973,2747,Electric
1366,MG Astor SX,MG,2020,952639,974,Diesel
1367,MG ZS EV,MG,2020,1093072,47540,CNG
1368,Kia Carnival Top,Kia,2021,1356378,24805,Petrol
1369,Skoda Superb LXi,Skoda,2020,1276488,37470,Petrol
1370,Maruti Ertiga SX(O),Maruti,2021,1302148,85894,Petrol
1371,Hyundai Venue ZXi,Hyundai,2025,1773606,1226,Petrol
1372,Skoda Kodiaq S,Skoda,2021,1342100,89032,Petrol
1373,Kia Seltos SX,Kia,2020,1248380,24517,Diesel
1374,Tata Harrier ZXi,Tata,2020,4954831,25228,Diesel
1375,Maruti Grand Vitara,Maruti,2022,1219862,30049,Petrol
1376,Kia Carens S,Kia,2024,1039838,6927,Petrol
1377,Kia Carnival Top,Kia,2026,1064346,1806,Electric
1378,Hyundai Alcazar VXi,Hyundai,2021,700794,85854,Diesel
1379,Hyundai Grand i10,Hyundai,2022,1112593,63504,Petrol
1380,Mahindra Scorpio Classic,Mahindra,2022,1109477,45288,Diesel
1381,Honda Amaze LXi,Honda,2019,901956,51869,Petrol
1382,Mahindra XUV300 Top,Mahindra,2022,903851,46970,Diesel
1383,Kia Carnival LXi,Kia,2026,1153090,3291,CNG
1384,Renault Kiger LXi,Renault,2022,1208164,39799,Petrol
1385,Volkswagen Virtus Top,Volkswagen,2025,2306006,11725,Electric
1386,Kia Carens ZXi,Kia,2023,1449666,23453,Diesel
1387,Maruti Grand Vitara,Maruti,2023,1107118,25996,Diesel
1388,Hyundai Verna LXi,Hyundai,2025,1553610,8616,Petrol
1389,Mahindra XUV400 ZX,Mahindra,2019,664464,7418,Petrol
1390,Toyota Fortuner S,Toyota,2020,4744803,25072,Petrol
1391,Renault Triber Top,Renault,2023,1055956,30843,Petrol
1392,Skoda Superb EX,Skoda,2023,980673,36251,Petrol
1393,Hyundai Tucson LXi,Hyundai,2021,1111722,38317,Petrol
1394,MG Hector Top,MG,2022,1268327,6501,Petrol
1395,Volkswagen Taigun LXi,Volkswagen,2024,1037422,32413,Petrol
1396,Volkswagen Tiguan ZX,Volkswagen,2019,1360629,27847,Diesel
1397,Nissan Magnite VXi,Nissan,2026,1169361,617,CNG
1398,Volkswagen Virtus EX,Volkswagen,2022,1356035,43980,Diesel
1399,Honda Elevate Top,Honda,2025,1082921,9703,Petrol
1400,Tata Tiago SX(O),Tata,2025,591546,14043,Diesel
1401,Honda City ZXi,Honda,2026,1719892,4007,CNG
1402,Renault Kwid EX,Renault,2025,557068,4220,Diesel
1403,Volkswagen Tiguan SX,Volkswagen,2021,820518,72765,Petrol
1404,Nissan Kicks ZXi,Nissan,2022,787357,65582,Petrol
1405,Maruti Celerio EX,Maruti,2026,1344013,3292,Diesel
1406,Renault Kwid VXi,Renault,2023,625326,46809,Petrol
1407,Tata Harrier S,Tata,2020,4045611,8244,Diesel
1408,Hyundai i20 VXi,Hyundai,2020,753894,64199,Petrol
1409,Honda City EX,Honda,2021,1137344,21011,Diesel
1410,Skoda Slavia VXi,Skoda,2020,1598528,46335,Diesel
1411,Volkswagen Tiguan SX(O),Volkswagen,2022,712590,41571,Petrol
1412,Honda Elevate ZXi,Honda,2020,1056790,29080,Petrol
1413,Kia Seltos LXi,Kia,2025,3171307,5160,Petrol
1414,Skoda Kodiaq S,Skoda,2020,1109810,15734,Petrol
1415,Toyota Hyryder ZXi,Toyota,2019,891724,33436,Diesel
1416,MG Comet EV,MG,2021,848953,88054,Petrol
1417,Volkswagen Taigun SX,Volkswagen,2026,873453,1132,Petrol
1418,Renault Kwid ZX,Renault,2019,731521,61612,Petrol
1419,Nissan Magnite EX,Nissan,2025,1047491,9137,Diesel
1420,Skoda Superb ZXi,Skoda,2020,664470,34737,Diesel
1421,Kia EV6 ZXi,Kia,2024,1364633,4491,Petrol
1422,Skoda Kodiaq LXi,Skoda,2019,934294,4317,Diesel
1423,Honda City SX,Honda,2024,1801071,13149,Petrol
1424,Toyota Innova Crysta,Toyota,2019,784957,86382,CNG
1425,Honda CR-V S,Honda,2023,1500133,56473,Diesel
1426,Renault Kiger EX,Renault,2026,1391488,4890,Diesel
1427,Mahindra Bolero Top,Mahindra,2026,1024570,2144,Petrol
1428,Volkswagen Virtus EX,Volkswagen,2026,2304297,1131,Petrol
1429,Volkswagen Taigun VXi,Volkswagen,2024,943989,34234,Electric
1430,Maruti XL6 Top,Maruti,2019,552705,21112,CNG
1431,Tata Punch SX,Tata,2021,1148392,117317,Diesel
1432,Nissan Kicks Top,Nissan,2024,1124213,6098,CNG
1433,MG ZS EV,MG,2023,804036,2835,Diesel
1434,Honda Elevate S,Honda,2022,931025,7773,Diesel
1435,Nissan Magnite ZXi,Nissan,2021,1097319,523,Petrol
1436,Tata Curvv SX(O),Tata,2019,834522,81764,Diesel
1437,MG ZS EV,MG,2019,829732,22748,Petrol
1438,Skoda Superb ZXi,Skoda,2026,1366842,1499,Diesel
1439,Tata Harrier SX,Tata,2021,3679467,36558,Diesel
1440,Renault Kwid ZX,Renault,2021,474063,26414,Petrol
1441,Nissan Magnite S,Nissan,2025,1001558,11004,Petrol
1442,Renault Triber Top,Renault,2021,1200763,58711,Diesel
1443,Renault Triber ZXi,Renault,2024,984342,37291,Diesel
1444,Kia EV6 ZX,Kia,2022,1411404,43596,Petrol
1445,Renault Kwid ZX,Renault,2020,372880,61494,Diesel
1446,Hyundai Verna EX,Hyundai,2021,2199407,9997,Petrol
1447,MG Astor Top,MG,2021,1217791,5886,Petrol
1448,Nissan Kicks SX(O),Nissan,2022,1150296,19895,Petrol
1449,Mahindra Scorpio N,Mahindra,2021,1012224,29275,Diesel
1450,Toyota Fortuner VXi,Toyota,2021,4443466,13527,Diesel
1451,Volkswagen Taigun VXi,Volkswagen,2021,810907,51355,Diesel
1452,Volkswagen Taigun Top,Volkswagen,2024,968041,10280,Electric
1453,Kia EV6 SX,Kia,2020,785067,22210,Diesel
1454,Renault Kwid ZX,Renault,2026,435085,1276,Petrol
1455,Renault Kiger ZX,Renault,2020,1298607,47789,Petrol
1456,Volkswagen Taigun VXi,Volkswagen,2024,1530554,21480,Petrol
1457,Skoda Kodiaq S,Skoda,2022,1087599,21533,Petrol
1458,Nissan Kicks SX,Nissan,2026,1476117,2265,Petrol
1459,Nissan Kicks LXi,Nissan,2022,1181964,66531,Petrol
1460,Toyota Glanza VXi,Toyota,2025,876980,752,Petrol
1461,Toyota Urban Cruiser,Toyota,2021,908587,40804,Diesel
1462,MG Astor ZXi,MG,2022,915355,66164,Diesel
1463,Nissan Magnite EX,Nissan,2025,1262170,8085,Diesel
1464,Renault Triber SX(O),Renault,2019,956281,91408,Petrol
1465,Nissan Kicks SX(O),Nissan,2020,787106,23948,Diesel
1466,Volkswagen Virtus EX,Volkswagen,2024,1563870,21502,Diesel
1467,Toyota Glanza LXi,Toyota,2025,949480,8327,Petrol
1468,Volkswagen Taigun LXi,Volkswagen,2024,1149891,14161,CNG
1469,Kia Seltos EX,Kia,2022,2435120,3638,Petrol
1470,Volkswagen Virtus S,Volkswagen,2021,1173750,28495,Petrol
1471,Volkswagen Taigun ZX,Volkswagen,2020,1378026,76614,Diesel
1472,MG ZS EV,MG,2019,802007,74562,Petrol
1473,Honda Amaze ZX,Honda,2026,1734268,1762,Electric
1474,Toyota Glanza Top,Toyota,2023,1198515,15159,Petrol
1475,Maruti S-Cross S,Maruti,2022,1279680,49941,CNG
1476,Honda Elevate LXi,Honda,2019,701192,24870,Diesel
1477,Volkswagen Virtus ZXi,Volkswagen,2021,958488,5631,Petrol
1478,Hyundai Tucson EX,Hyundai,2025,1107652,4033,Diesel
1479,Hyundai Exter VXi,Hyundai,2026,466516,1324,Diesel
1480,Nissan Kicks Top,Nissan,2019,1035759,38031,CNG
1481,Nissan Kicks ZXi,Nissan,2026,1127467,2167,Diesel
1482,Renault Kwid EX,Renault,2019,543552,96625,Petrol
1483,Toyota Fortuner ZXi,Toyota,2025,5572431,6811,Diesel
1484,Hyundai Exter VXi,Hyundai,2025,641627,10438,Petrol
1485,Kia Seltos LXi,Kia,2019,1544690,85295,Petrol
1486,MG ZS EV,MG,2023,1335511,39854,Petrol
1487,Skoda Superb ZX,Skoda,2023,1192554,242,Petrol
1488,Skoda Kodiaq ZX,Skoda,2025,802047,7546,Diesel
1489,Honda Elevate LXi,Honda,2020,1038066,67734,Diesel
1490,Kia Carnival ZX,Kia,2020,819520,107125,Diesel
1491,Mahindra Bolero SX,Mahindra,2021,937548,45340,Electric
1492,Skoda Kushaq SX,Skoda,2023,1055060,15876,Electric
1493,Hyundai Aura SX,Hyundai,2024,800781,4843,Diesel
1494,Nissan Magnite S,Nissan,2025,967856,5916,Petrol
1495,MG Comet EV,MG,2025,1053751,13611,Petrol
1496,Maruti Alto LXi,Maruti,2019,595461,38327,Petrol
1497,Skoda Superb SX,Skoda,2019,745931,46127,Petrol
1498,Maruti WagonR EX,Maruti,2026,1020188,4356,Petrol
1499,Honda City ZX,Honda,2023,1530291,38491,Diesel
1500,Maruti Dzire Top,Maruti,2022,808121,55223,Diesel
1501,Maruti Jimny VXi,Maruti,2022,801304,22564,Petrol
1502,Mahindra XUV300 S,Mahindra,2025,1334294,8010,Diesel
1503,Maruti Baleno ZX,Maruti,2021,770308,2351,Petrol
1504,Tata Punch VXi,Tata,2020,997770,45127,Petrol
1505,Skoda Kodiaq S,Skoda,2024,1133699,1434,CNG
1506,Honda CR-V EX,Honda,2026,753555,1618,Petrol
1507,Maruti WagonR SX(O),Maruti,2022,842725,4103,Petrol
1508,Skoda Kodiaq ZXi,Skoda,2021,987390,53869,Petrol
1509,Nissan Kicks ZXi,Nissan,2022,774617,16832,Petrol
1510,Tata Safari ZXi,Tata,2023,5651535,39404,Diesel
1511,Renault Triber SX,Renault,2024,999344,11916,Diesel
1512,MG Astor LXi,MG,2025,818924,1581,Electric
1513,Mahindra XUV400 SX(O),Mahindra,2024,1278553,12714,Diesel
1514,Kia EV6 VXi,Kia,2019,552249,74372,Petrol
1515,Mahindra XUV700 LXi,Mahindra,2019,3752606,52421,Diesel
1516,Nissan Kicks SX,Nissan,2025,1082021,5973,Petrol
1517,Renault Kwid SX(O),Renault,2021,673399,66459,Petrol
1518,MG Comet EV,MG,2026,761720,951,CNG
1519,Mahindra Scorpio N,Mahindra,2025,1706631,3284,Diesel
1520,Skoda Kodiaq ZX,Skoda,2023,1278418,3909,Petrol
1521,Hyundai i20 S,Hyundai,2026,1319501,788,Petrol
1522,Skoda Kushaq VXi,Skoda,2019,956532,2489,Diesel
1523,Honda Elevate EX,Honda,2026,1030357,3445,Petrol
1524,Skoda Kodiaq LXi,Skoda,2022,725004,13551,Petrol
1525,Nissan Magnite Top,Nissan,2025,1101597,9709,Electric
1526,Kia Carnival ZX,Kia,2024,1005993,24774,Diesel
1527,Maruti Swift Top,Maruti,2021,801073,18042,Diesel
1528,Honda Elevate VXi,Honda,2023,1393934,23701,Diesel
1529,Toyota Urban Cruiser,Toyota,2025,1474933,3844,Petrol
1530,Kia EV6 SX,Kia,2022,1045346,637,Petrol
1531,Hyundai Venue S,Hyundai,2025,2356831,14536,Electric
1532,Kia EV6 LXi,Kia,2025,1394492,310,CNG
1533,Kia Carens LXi,Kia,2023,833564,2972,Diesel
1534,Skoda Superb VXi,Skoda,2024,1355892,11486,Electric
1535,Renault Triber SX,Renault,2026,1686509,2456,Diesel
1536,Mahindra Scorpio N,Mahindra,2021,614548,82595,Petrol
1537,Volkswagen Virtus LXi,Volkswagen,2022,1516237,14391,Petrol
1538,Mahindra XUV400 S,Mahindra,2023,869699,36828,Diesel
1539,Nissan Magnite LXi,Nissan,2025,929507,2375,Diesel
1540,Maruti Brezza EX,Maruti,2020,563486,27139,CNG
1541,Maruti Celerio S,Maruti,2019,725568,18338,Petrol
1542,Mahindra XUV300 VXi,Mahindra,2026,1485709,1796,Petrol
1543,Tata Curvv ZX,Tata,2020,1049613,15275,Petrol
1544,Maruti Celerio S,Maruti,2026,945849,1032,Diesel
1545,Renault Triber ZXi,Renault,2026,1020365,619,Diesel
1546,Renault Triber Top,Renault,2020,803498,117919,Petrol
1547,Kia Carnival S,Kia,2020,1127123,53994,Petrol
1548,Toyota Hyryder ZXi,Toyota,2024,1327637,25365,Diesel
1549,Honda Elevate ZXi,Honda,2021,821529,46801,Petrol
1550,Hyundai Creta EX,Hyundai,2022,1577130,24294,Diesel
1551,Kia Seltos EX,Kia,2022,2897057,45297,Petrol
1552,Skoda Kushaq Top,Skoda,2023,1027272,133,Petrol
1553,Tata Tiago ZXi,Tata,2019,519349,51840,CNG
1554,Tata Tiago SX(O),Tata,2020,562535,87349,Petrol
1555,Maruti Jimny ZXi,Maruti,2026,1645385,4363,CNG
1556,Hyundai Venue LXi,Hyundai,2020,1348652,83500,Petrol
1557,Nissan Kicks SX(O),Nissan,2022,1558221,13332,Diesel
1558,Hyundai Aura SX,Hyundai,2020,602129,99187,Petrol
1559,Tata Altroz ZXi,Tata,2021,784835,30528,Diesel
1560,MG Comet EV,MG,2023,920604,27085,CNG
1561,Nissan Kicks S,Nissan,2026,995080,3166,Diesel
1562,Maruti Swift ZX,Maruti,2025,1352375,731,Petrol
1563,Mahindra Scorpio Classic,Mahindra,2025,1266084,16032,Petrol
1564,Nissan Magnite SX,Nissan,2020,755943,15128,Diesel
1565,Renault Kiger VXi,Renault,2026,1444449,2514,Diesel
1566,Tata Tiago Top,Tata,2021,540428,3358,Petrol
1567,Volkswagen Tiguan SX,Volkswagen,2019,1055975,25640,Petrol
1568,Renault Kiger ZXi,Renault,2023,1465234,5771,Petrol
1569,MG Comet EV,MG,2024,698991,16277,Petrol
1570,Nissan Magnite Top,Nissan,2025,1013945,1556,Diesel
1571,MG Astor SX(O),MG,2024,936379,4516,Electric
1572,Honda Elevate SX,Honda,2019,641399,51480,CNG
1573,Renault Triber SX(O),Renault,2023,1159991,13778,Petrol
1574,Volkswagen Tiguan S,Volkswagen,2025,1175027,8006,Diesel
1575,Honda Elevate S,Honda,2025,1169338,8574,Diesel
1576,Honda Elevate LXi,Honda,2021,1115602,29584,Electric
1577,Toyota Urban Cruiser,Toyota,2026,782733,3987,Electric
1578,Skoda Slavia VXi,Skoda,2021,1070389,59493,Diesel
1579,Renault Kwid S,Renault,2025,744441,4508,Diesel
1580,Hyundai Exter ZXi,Hyundai,2024,594242,11929,Petrol
1581,Toyota Hyryder SX(O),Toyota,2025,1419274,5153,Electric
1582,Nissan Magnite LXi,Nissan,2022,982846,3049,Diesel
1583,Renault Triber LXi,Renault,2025,1689893,10896,Petrol
1584,Honda City S,Honda,2023,1681776,1929,Petrol
1585,Kia Carnival ZXi,Kia,2026,1356187,1456,CNG
1586,Renault Kwid SX,Renault,2025,526605,174,Diesel
1587,Toyota Urban Cruiser,Toyota,2021,1204648,48077,Petrol
1588,Hyundai Venue ZXi,Hyundai,2026,1696958,52,Diesel
1589,Tata Harrier S,Tata,2022,3510337,22168,Diesel
1590,Renault Triber SX(O),Renault,2025,1257829,4275,Diesel
1591,Maruti Fronx ZXi,Maruti,2026,939827,3011,Electric
1592,Toyota Glanza ZXi,Toyota,2019,974141,82012,Petrol
1593,Kia Carens S,Kia,2022,1366764,29321,Diesel
1594,Volkswagen Tiguan LXi,Volkswagen,2019,732959,47415,Petrol
1595,MG Comet EV,MG,2023,1076008,43607,Petrol
1596,Toyota Fortuner LXi,Toyota,2026,2872707,363,Electric
1597,Renault Kiger LXi,Renault,2022,1040410,8721,Petrol
1598,Skoda Superb ZXi,Skoda,2019,703658,33505,Diesel
1599,Mahindra XUV700 ZX,Mahindra,2021,5796932,40267,Diesel
1600,Mahindra Thar S,Mahindra,2024,1268077,21063,Diesel
1601,Volkswagen Virtus VXi,Volkswagen,2020,1184612,59375,Diesel
1602,Volkswagen Tiguan ZX,Volkswagen,2022,751999,13909,Diesel
1603,Toyota Glanza LXi,Toyota,2020,872668,65609,Diesel
1604,Tata Nexon SX,Tata,2019,1568587,63631,Petrol
1605,Tata Curvv VXi,Tata,2026,1533796,2286,Petrol
1606,Mahindra Scorpio Classic,Mahindra,2021,1284199,44927,Petrol
1607,Toyota Hyryder SX(O),Toyota,2026,968447,3745,Electric
1608,Kia Seltos SX,Kia,2023,1583384,9572,Diesel
1609,Kia Carens VXi,Kia,2026,777526,2699,Petrol
1610,Hyundai i20 SX(O),Hyundai,2019,668222,36228,Petrol
1611,Toyota Innova Crysta,Toyota,2025,1232786,10801,Diesel
1612,Skoda Kushaq VXi,Skoda,2023,1373033,44274,Petrol
1613,Mahindra Bolero SX(O),Mahindra,2024,1447202,33232,Diesel
1614,Honda Elevate SX,Honda,2020,719301,10346,Petrol
1615,Maruti Alto Top,Maruti,2025,589885,19939,Diesel
1616,Volkswagen Tiguan EX,Volkswagen,2023,852454,6947,Diesel
1617,Renault Kwid EX,Renault,2025,666188,4677,Petrol
1618,Skoda Kushaq LXi,Skoda,2024,1344322,44458,Electric
1619,MG Hector EX,MG,2022,661565,68455,Petrol
1620,Toyota Urban Cruiser,Toyota,2023,1080576,26758,Petrol
1621,Mahindra Thar LXi,Mahindra,2026,1657518,1196,Petrol
1622,Honda CR-V EX,Honda,2025,1269796,18370,Diesel
1623,MG Hector ZXi,MG,2025,1064918,1955,Diesel
1624,Skoda Kodiaq VXi,Skoda,2021,712288,62784,Diesel
1625,Mahindra Thar VXi,Mahindra,2021,697734,15395,Diesel
1626,Tata Altroz S,Tata,2022,1184897,10088,Diesel
1627,Volkswagen Virtus EX,Volkswagen,2024,1893716,19642,Petrol
1628,Honda Amaze EX,Honda,2022,897141,4872,Diesel
1629,Skoda Kodiaq ZX,Skoda,2021,704112,44204,Petrol
1630,Maruti Jimny ZX,Maruti,2026,1013864,3842,CNG
1631,Honda Amaze ZXi,Honda,2024,1708106,35569,Electric
1632,Tata Safari ZXi,Tata,2022,5177878,35459,Diesel
1633,Kia Sonet S,Kia,2021,1640589,87310,Petrol
1634,Hyundai Venue SX,Hyundai,2021,1506790,33948,Petrol
1635,Toyota Urban Cruiser,Toyota,2023,1066735,7800,Diesel
1636,Mahindra Bolero S,Mahindra,2020,942359,63169,Electric
1637,Toyota Fortuner ZXi,Toyota,2022,2946710,16497,Diesel
1638,Toyota Hyryder VXi,Toyota,2024,1333964,9422,Electric
1639,Renault Triber SX,Renault,2022,880688,741,CNG
1640,Mahindra XUV300 VXi,Mahindra,2021,1303764,66728,Diesel
1641,Nissan Kicks SX(O),Nissan,2025,1423987,3395,CNG
1642,Toyota Innova Crysta,Toyota,2025,1129579,8126,Petrol
1643,Tata Harrier SX(O),Tata,2022,2496252,5018,Petrol
1644,Volkswagen Taigun ZXi,Volkswagen,2022,1059998,69367,Petrol
1645,MG ZS EV,MG,2020,1205041,41737,Diesel
1646,Honda City SX,Honda,2019,1001809,63296,CNG
1647,Honda City EX,Honda,2021,1859812,18534,Electric
1648,MG Comet EV,MG,2019,1024103,21262,Diesel
1649,Renault Kiger ZX,Renault,2026,1213562,4246,Diesel
1650,Nissan Kicks ZXi,Nissan,2019,857859,95559,Petrol
1651,Honda CR-V VXi,Honda,2025,1518766,4604,Petrol
1652,Nissan Magnite SX(O),Nissan,2022,1009992,12207,Petrol
1653,Renault Kiger ZX,Renault,2026,1411684,2056,Diesel
1654,Hyundai Grand i10,Hyundai,2021,988384,7850,Petrol
1655,Tata Nexon VXi,Tata,2021,1505418,4962,Petrol
1656,Toyota Glanza ZXi,Toyota,2025,1087664,10534,Petrol
1657,Toyota Hyryder Top,Toyota,2025,917007,10347,Diesel
1658,Tata Nexon EX,Tata,2022,1985844,47874,Diesel
1659,Mahindra XUV400 LXi,Mahindra,2024,975875,28655,Petrol
1660,Honda Elevate SX,Honda,2026,1170051,745,Petrol
1661,MG Comet EV,MG,2024,1034973,21258,Electric
1662,Kia Seltos SX(O),Kia,2026,1861907,3774,Diesel
1663,Volkswagen Virtus LXi,Volkswagen,2022,1396986,24617,Diesel
1664,Volkswagen Taigun VXi,Volkswagen,2023,1111063,23045,Diesel
1665,Skoda Kushaq EX,Skoda,2020,883375,17484,Diesel
1666,Honda CR-V SX(O),Honda,2019,1052446,122544,Petrol
1667,Volkswagen Taigun ZX,Volkswagen,2026,906123,113,Petrol
1668,Volkswagen Taigun Top,Volkswagen,2026,878140,1103,Diesel
1669,Honda CR-V SX,Honda,2026,1149901,4880,Petrol
1670,Kia Carnival LXi,Kia,2020,625999,37265,Diesel
1671,Tata Altroz VXi,Tata,2019,728500,65531,Petrol
1672,Hyundai Alcazar ZX,Hyundai,2025,1493778,21460,Petrol
1673,Tata Tigor SX(O),Tata,2021,1029558,96805,Diesel
1674,Mahindra XUV700 S,Mahindra,2020,3188710,24472,Diesel
1675,Kia EV6 VXi,Kia,2024,1629722,16202,Petrol
1676,Skoda Slavia ZXi,Skoda,2021,1532855,64692,Diesel
1677,Renault Triber SX,Renault,2022,989905,6606,Petrol
1678,Skoda Kushaq SX(O),Skoda,2022,1182039,30687,Petrol
1679,Hyundai Exter ZXi,Hyundai,2019,415196,42751,Petrol
1680,Renault Kwid SX(O),Renault,2019,498097,53478,Petrol
1681,MG Astor EX,MG,2021,1054388,6399,Diesel
1682,Skoda Kushaq LXi,Skoda,2025,1416113,895,Petrol
1683,Skoda Slavia ZX,Skoda,2022,1216576,28102,Petrol
